idx,country,users,purpose,detailed_purpose,period,mass,site,contractor,min_lifetime,max_lifetime,date
75,USA/Argentina,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),97,12.0,Baikonur Cosmodrome,SpaceQuest,,,2009-07-29
76,USA/Argentina,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),97.5,12.0,Baikonur Cosmodrome,SpaceQuest,,,2009-07-29
77,Canada,Commercial,Communications,Automatic Identification System (AIS),97.8,12.0,Dombarovsky Air Base,SpaceQuest,,,2011-08-17
78,Canada,Commercial,Communications,Automatic Identification System (AIS),97.17,12.0,Dombarovsky Air Base,SpaceQuest,,,2013-11-21
79,USA/Argentina,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),97.99,12.0,Dombarovsky Air Base,SpaceQuest,,,2013-11-21
80,Canada,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),98,12.0,Dombarovsky Air Base,SpaceQuest,,,2014-06-19
81,China,Commercial,Communications,,1436.03,1383.0,Xichang Satellite Launch Center,Hughes,,,1996-07-03
82,China,Commercial,Communications,,1436.08,4680.0,Xichang Satellite Launch Center,Alcatel Space Industries,,,2005-04-12
83,China,Commercial,Communications,,1440.31,5054.0,Xichang Satellite Launch Center,Thales Alenia Space,15.0,15.0,2012-03-31
84,China,Commercial,Communications,,1436.01,5200.0,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2015-10-16
85,China,Commercial,Communications,,1436.12,3000.0,Xichang Satellite Launch Center,Lockheed Martin,15.0,15.0,1998-05-30
86,Multinational,Government,Communications,,1436.06,4630.0,Guiana Space Center,Astrium/Thales Alenia Space,15.0,15.0,2011-09-21
87,Multinational,Commercial,Communications,,1436.09,3600.0,Baikonur Cosmodrome,Lockheed Martin/Spar Aerospace,12.0,12.0,1999-05-20
88,United States,Civil,Technology Development,,97.71,1.0,Cape Canaveral,University of Alaska-Fairbanks,,,2015-10-08
89,Argentina,Commercial,Communications,,1436.07,3000.0,Guiana Space Center,INVAP S.E.,15.0,15.0,2014-10-16
90,Argentina,Commercial,Communications,,1436.06,2977.0,Guiana Space Center,INVAP S.E.,15.0,15.0,2015-09-30
91,ESA,Commercial/Government,Communications/Technology Development,,1436.12,3105.0,Guiana Space Center,Alenia Spazio,10.0,10.0,2001-07-12
92,China,Commercial,Communications,,1436.07,3480.0,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,1999-03-21
93,China,Commercial,Communications,,1436.1,4137.0,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2003-04-12
94,China,Commercial,Communications,,1436.11,3760.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2009-08-11
95,China,Commercial,Communications,,1436.17,3700.0,Cape Canaveral,Space Systems/Loral,15.0,15.0,2014-09-07
96,China,Commercial,Communications,,1436.17,3813.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2011-11-25
97,China,Commercial,Communications,,1436.1,4500.0,Cape Canaveral,Space Systems/Loral,15.0,15.0,2014-08-05
98,United States,Commercial,Communications,,1436.15,2775.0,Guiana Space Center,Alcatel Space Industries,15.0,15.0,2000-03-21
99,Japan,Government,Earth Observation,Optical Imaging,94.75,500.0,Dombarovsky Air Base,NEC,3.0,3.0,2014-11-06
100,Luxembourg,Commercial,Communications,,1436.08,2924.0,Guiana Space Center,Hughes,15.0,15.0,1994-11-01
101,Luxembourg,Commercial,Communications,,1436.15,3010.0,Baikonur Cosmodrome,Hughes,15.0,15.0,1996-04-18
102,Luxembourg,Commercial,Communications,,1436.08,3379.0,Baikonur Cosmodrome,Hughes,15.0,15.0,1997-12-02
103,Luxembourg,Commercial,Communications,,1436.04,3690.0,Baikonur Cosmodrome,Hughes,15.0,15.0,1999-06-18
104,Luxembourg,Commercial,Communications,,1436.1,4332.0,Cape Canaveral,Lockheed Martin Commercial Space Systems,15.0,15.0,2006-04-20
105,Luxembourg,Commercial,Communications,,1436.03,4500.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2007-05-04
106,Luxembourg,Commercial,Communications,,1438.2,5345.0,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2008-11-05
107,Luxembourg,Commercial,Communications,,1434.1,5350.0,Guiana Space Center,EADS Astrium,15.0,15.0,2011-08-06
108,Luxembourg,Commercial,Communications,,1436.12,3635.0,Baikonur Cosmodrome,Hughes,15.0,15.0,1998-08-30
109,Luxembourg,Commercial,Communications,,1436.11,3315.0,Guiana Space Center,Astrium,14.0,14.0,2000-09-14
110,Luxembourg,Commercial,Communications,,1436.12,3643.0,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2001-06-16
111,Luxembourg,Commercial,Communications,,1436.1,1420.0,Guiana Space Center,Hughes,15.0,15.0,2000-12-19
112,Luxembourg,Commercial,Communications,,1436.12,6052.0,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2013-09-29
113,Luxembourg,Commercial,Communications,,1436.07,6000.0,Guiana Space Center,EADS Astrium,15.0,15.0,2012-09-28
114,Luxembourg,Commercial,Communications,,1436.11,6000.0,Baikonur Cosmodrome,Airbus Defense and Space,15.0,15.0,2014-12-27
115,Luxembourg,Commercial,Communications,,1436.07,1500.0,Guiana Space Center,Boeing Satellite Systems,10.0,10.0,2002-03-29
116,Luxembourg,Commercial,Communications,,1436.11,5471.0,Guiana Space Center,EADS Astrium,15.0,15.0,2010-05-21
117,Luxembourg,Commercial,Communications,,1436.26,5724.0,Guiana Space Center,EADS Astrium,15.0,15.0,2014-03-22
118,India,Government,Space Science,,97.54,230.0,Satish Dhawan Space Centre,Indian Space Research Organization (ISRO),5.0,5.0,2015-09-28
119,France/Italy,Government/Military,Communications,,1436.06,3080.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2014-02-06
120,Singapore,Commercial,Technology Development,,95.46,6.0,Satish Dhawan Space Center,Microspace Rapid Pvt Ltd.,,,2015-12-16
121,Russia,Commercial,Technology Development,,96.7,25.0,Dombarovsky Air Base,Sputnix Ltd.,1.0,1.0,2014-06-19
122,Azerbaijan,Government,Communications,,1436.08,3250.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2013-02-07
123,Multinational,Government,Communications,,1436.06,3304.0,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2006-11-08
124,Multinational,Government,Communications,,1439.76,5420.0,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2010-06-03
125,Multinational,Government,Communications,,1427.27,4940.0,Guiana Space Center,EADS Astrium,15.0,15.0,2010-06-26
126,Multinational,Government,Communications,,1436.1,3400.0,Guiana Space Center,EADS Astrium,15.0,15.0,2008-07-07
127,Multinational,Government,Communications,,"1,436.00",5500.0,Guiana Space Center,Airbus Defense and Space,15.0,15.0,2015-11-10
128,Russia,Military,Earth Observation,Electronic Intelligence,96.1,4000.0,Plesetsk Cosmodrome,Progress Rocket and Space Center,5.0,5.0,2015-02-27
129,Russia,Military,Earth Observation,Electronic Intelligence,96.10,4000.0,Plesetsk Cosmodrome,Progress Rocket and Space Center,5.0,5.0,2016-03-24
130,Germany,Civil,Technology Development,,99,1.0,Satish Dhawan Space Center,Technische Universitat Berlin,1.0,1.0,2009-09-23
131,Germany,Civil,Technology Development,,96.01,1.0,Baikonur Cosmodrome,Technische Universitat Berlin,1.0,1.0,2013-04-19
132,Germany,Civil,Technology Development,,96.01,1.0,Baikonur Cosmodrome,Technische Universitat Berlin,1.0,1.0,2013-04-19
133,China,Military/Government,Navigation/Global Positioning,,773.19,2200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2012-04-28
134,China,Military/Government,Navigation/Global Positioning,,773.21,2200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2012-04-28
135,China,Military/Government,Navigation/Global Positioning,,773.1,3800.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2012-09-18
136,China,Military/Government,Navigation/Global Positioning,,773.1,3800.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2012-09-18
137,China,Military/Government,Navigation/Global Positioning,,1436.11,3800.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2012-10-25
138,China,Military/Government,Navigation/Global Positioning,,1436.1,3800.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2016-06-12
139,China,Military/Government,Navigation/Global Positioning,,1461.81,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2015-03-30
140,China,Military/Government,Navigation/Global Positioning,,1435.73,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2015-09-29
141,China,Military/Government,Navigation/Global Positioning,,773.2,800.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),5.0,5.0,2015-07-25
142,China,Military/Government,Navigation/Global Positioning,,773.3,800.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),5.0,5.0,2015-07-25
143,China,Military/Government,Navigation/Global Positioning,,773.2,800.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),5.0,5.0,2016-02-01
144,China,Military/Government,Navigation/Global Positioning,,1436.05,2200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),,,2010-01-16
145,China,Military/Government,Navigation/Global Positioning,,1436.05,2200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),,,2010-06-02
146,China,Military/Government,Navigation/Global Positioning,,1436.1,6000.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),,,2010-10-31
147,China,Military/Government,Navigation/Global Positioning,,1436.15,2300.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2012-02-24
148,China,Military/Government,Navigation/Global Positioning,,1435.82,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2010-07-31
149,China,Military/Government,Navigation/Global Positioning,,1436.12,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2010-12-17
150,China,Military/Government,Navigation/Global Positioning,,1435.93,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),,,2011-04-09
151,China,Military/Government,Navigation/Global Positioning,,1435.1,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2011-07-26
152,China,Military/Government,Navigation/Global Positioning,,1436.08,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2011-12-01
153,China,Military/Government,Navigation/Global Positioning,,1435.92,4200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2016-03-30
154,China,Military/Government,Navigation/Global Positioning,,773.39,2200.0,Xichang Satellite Launch Center,Space Technology Research Institute (part of CASC),8.0,8.0,2007-04-14
155,China,Civil,Earth Observation,Optical Imaging,98.6,166.0,Plesetsk Cosmodrome,Tsinghua University/University of Surrey,7.0,7.0,2005-10-27
156,Belarus,Government,Communications,,1436.06,5223.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology/Thales Alenia Space,15.0,15.0,2016-01-15
157,United States,Commercial,Communications,,1436.12,3700.0,Cape Canaveral,Space Systems/Loral,12.0,12.0,2000-07-14
158,Germany,Government/Civil,Earth Observation/Technology Development,Optical Imaging,94.8,92.0,Satish Dhawan Space Centre,Deutsches Zentrum fur Luft- und Raumfahrt,1.5,1.5,2001-10-22
159,Germany,Government,Earth Observation,Optical Imaging,94.7,130.0,Satish Dhawan Space Centre,German Aerospace Center (DLR),,,2016-06-22
160,United States,Civil,Earth Observation/Technology Development,Optical Imaging,97.7,1.0,Cape Canaveral,Salish Kootenai College,,,2015-10-08
161,Belarus,Government,Earth Observation,Optical Imaging,94.7,400.0,Baikonur Cosmodrome,NPO VNIIEM,5.0,5.0,2012-07-22
162,United States,Commercial,Earth Observation,Optical Imaging,98.3,44.0,Satish Dhawan Space Centre,Spaceflight Industries,3.0,3.0,2016-09-26
163,Brazil,Military/Commercial,Communications,,1436.11,1780.0,Guiana Space Center,Boeing Satellite Systems,12.0,12.0,1995-03-28
164,Brazil,Commercial,Communications,,1436.07,1780.0,Guiana Space Center,Boeing Satellite Systems,12.0,12.0,1998-02-04
165,Brazil,Commercial,Communications,,1436.09,2495.0,Guiana Space Center,Boeing Satellite Systems,12.0,12.0,2000-08-17
166,Indonesia,Commercial,Communications,,1436.2,3540.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-06-19
167,Canada,Civil,Space Science,,98.27,10.0,Dombarovsky Air Base,"University of Toronto, Institute for Aerospace Studies",,,2014-06-19
168,Multinational,Government,Space Science,,99.6,10.0,Dombarovsky Air Base,"Space Research Center, Polish Academy of Sciences",2.0,2.0,2013-11-21
169,Multinational,Government,Space Science,,97.1,10.0,Taiyuan Launch Center,"Space Research Center, Polish Academy of Sciences",2.0,2.0,2014-08-19
170,Japan,Commercial,Communications,,1436.1,1980.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,13.0,13.0,2007-08-14
171,Japan,Commercial,Communications,,1365.61,2060.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2010-10-28
172,Japan,Commercial,Communications,,1436.04,2910.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2011-08-06
173,Argentina,Commercial,Technology Development,,96.55,25.0,Dombarovsky Air Base,Satellogic S.A.,,,2014-06-19
174,France/USA,Government,Earth Science,,98.8,587.0,Vandenberg AFB,Alcatel Alenia Space,3.0,3.0,2006-04-28
175,Russia,Government,Earth Observation,Optical Imaging,94.7,400.0,Baikonur Cosmodrome,All-Russia Research Institute of Electromechanics (NPP VNIIEM),5.0,5.0,2012-07-22
176,Canada,Civil,Technology Development,,97.1,7.0,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies,,,2008-04-28
177,Canada,Civil,Technology Development,,98.26,15.0,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies,,,2014-06-30
178,Canada,Civil,Technology Development,,97.72,15.0,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies,,,2014-06-30
179,Canada,Civil,Technology Development,,98.3,15.0,Satish Dhawan Space Center ,University of Toronto Institute for Aerospace Studies,,,2016-09-26
180,India,Government,Earth Observation,Optical Imaging,97.1,1560.0,Satish Dhawan Space Centre,Indian Space Research Organization (ISRO),6.0,6.0,2005-05-05
181,India,Government,Earth Observation,Optical Imaging,97.4,680.0,Satish Dhawan Space Centre,Indian Space Research Organization (ISRO),5.0,5.0,2007-01-10
182,India,Military,Earth Observation,Optical Imaging,97.4,680.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2008-04-28
183,India,Government,Earth Observation,Optical Imaging,97.4,694.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2010-07-12
184,India,Government,Earth Observation,Optical Imaging,94.8,727.0,Satish Dhawan Space Center ,Indian Space Research Organization (ISRO),5.0,5.0,2016-06-22
185,Canada,Government,Earth Science,,103.11,490.0,Vandenberg AFB,Canadian Space Agency,2.0,2.0,2013-09-29
186,China/Brazil,Government,Earth Observation,Optical Imaging,99.67,1980.0,Taiyuan Launch Center,China Academy of Space Technology (CAST),3.0,3.0,2014-12-07
187,United Kingdom,Commercial,Technology Development,,97.66,91.0,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,,,2015-07-10
188,United States,Military,Technology Development,,96.29,3.0,Vandenberg AFB,M42 Technologies,,,2016-11-11
189,United States,Government,Technology Development,,95.5,159.0,Cape Canaveral,Surrey Satellite Technologies Ltd.,,,2007-03-09
190,United States,Government,Space Science,,3808.92,4742.0,Cape Canaveral,TRW Space and Electronics,5.0,5.0,1999-07-23
191,China,Government,Earth Observation,Multispectral Imaging,98.87,50.0,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,,,2016-12-21
192,China,Commercial,Communications,,1436.14,5100.0,Xichang Satellite Launch Center,China Aerospace Science and Technology Corp. (CASC),15.0,15.0,2013-05-01
193,China,Commercial,Communications,,1436.12,5200.0,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2015-12-09
194,China,Commercial/Government,Communications,,1436.1,5200.0,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2015-11-03
195,China,Commercial/Government,Communications,,1436.1,4600.0,Xichang Satellite Launch Center,Thales Alenia Space,15.0,15.0,2007-07-06
196,China,Government,Communications,,99.6,100.0,Taiyuan Launch Center,China Academy of Sciences,,,2003-10-21
197,China,Government,Earth Observation,Optical Imaging/Meterology,98.5,101.0,Jiuquan Satellite Launch Center,China Academy of Sciences,,,2008-11-05
198,China,Government,Earth Observation,Optical Imaging/Meterology,100.7,100.0,Jiuquan Satellite Launch Center,China Academy of Sciences,,,2011-11-20
199,China,Government,Earth Observation,Optical Imaging/Meterology,100.74,100.0,Jiuquan Satellite Launch Center,China Academy of Sciences,,,2014-09-04
200,China,Government,Technology Development,,96.43,200.0,Taiyuan Launch Center,China Academy of Sciences,,,2013-07-19
201,Japan,Civil,Technology Development,,95.07,50.0,Dombarovsky Air Base,Nagoya University and Daido University,,,2014-11-06
202,Japan,Civil,Technology Development,,96.05,50.0,Tanegashima Space Center,Nagoya University and Daido University,,,2016-02-17
203,Japan,Civil,Technology Development,,96,50.0,Tanegashima Space Center,Nagoya University and Daido University,,,2016-02-17
204,Canada,Commercial,Communications,,1436.05,5585.0,Baikonur Cosmodrome,Thales Alenia Space,15.0,15.0,2008-12-10
205,United States,Civil,Space Science,,97.4,3.0,Vandenberg AFB,"Space Sciences Laboratory (SSL) of the University of California Berkeley;  Kyung Hee University (KHU), Imperial College London",,,2012-09-13
206,United States,Military,Communications,,1436.5,,Cape Canaveral,Lockheed Martin,,,2014-09-16
207,United States,Government/Civil,Earth Observation,Radar Imaging,98.8,848.0,Vandenberg AFB,NASA Jet Propulsion Laboratory,2.0,2.0,2006-04-28
208,South Korea,Government,Earth Observation/Communications,Optical Imaging/Meteorology,1436.1,2460.0,Guiana Space Center,EADS Astrium/Electronics and Telecommunications Research Institute (ETRI),,,2010-06-26
209,Germany,Military,Communications,,1436.1,2440.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2009-10-01
210,Germany,Military,Communications,,1436.11,2440.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2010-05-21
211,South Africa,Military,Earth Observation,Radar Imaging,94.62,,Baikonur Cosmodrome,NPO Mashinostroyeniya,,,2014-12-19
212,United States,Military,Earth/Space Science,,101.5,817.0,Vandenberg AFB,"Spectrum Astro, Inc.",3.0,3.0,2003-01-06
213,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70.0,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
214,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70.0,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
215,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,98.9,70.0,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
216,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70.0,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
217,Taiwan/USA,Government/Civil,Earth Observation,Meteorology,100.9,70.0,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2006-04-15
218,Russia,Military,Technology Development,,112.41,,Plesetsk Cosmodrome,Reshetnev,,,2015-03-31
219,Italy,Military/Civil,Earth Observation,Radar Imaging,97.2,1700.0,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2007-06-08
220,Italy,Military/Government,Earth Observation,Radar Imaging,97.2,1700.0,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2007-12-09
221,Italy,Military/Government,Earth Observation,Radar Imaging,97.2,1700.0,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2008-10-25
222,Italy,Military/Government,Earth Observation,Radar Imaging,97.2,1700.0,Vandenberg AFB,Thales Alenia Space,5.0,5.0,2010-11-06
223,United States,Civil,Earth Observation,Earth Science,95.6,4.0,Vandenberg AFB,California Polytechnic University/NASA JPL,,,2015-01-31
224,ESA,Government,Earth Observation,Radar Imaging,99.2,720.0,Baikonur Cosmodrome,EADS Astrium,3.0,3.0,2010-04-08
225,Argentina,Civil,Technology Development,,97.55,2.0,Jiuquan Satellite Launch Center,"Argentinian Ministry of Science, Technology and Productive Innovation",,,2013-04-26
226,Argentina,Civil,Technology Development,,97.8,2.0,Dombarovsky Air Base,"Argentinian Ministry of Science, Technology and Productive Innovation",,,2013-11-21
227,Japan,Civil,Technology Development,,101.3,,Plesetsk Cosmodrome,"Department of Astronautics, University of Tokyo",,,2003-06-30
228,United States,Civil,Technology Development,,102.89,,Vandenberg AFB,"Space Systems Design Studio, Cornell University",0.5,0.5,2013-09-29
229,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.16,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
230,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.13,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
231,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.1,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
232,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.13,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
233,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.15,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
234,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.12,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
235,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.12,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
236,United States,Government,Earth Observation,Radar Imaging/Earth Science,95.15,29.0,Orbital ATK L-1011,Southwest Research Institute,,,2016-12-15
237,Japan,Government,Earth Observation,Radar Imaging,97.36,2120.0,Tanegashima Space Center,Mitsubishi Electric,7.0,7.0,2014-05-24
238,China,Government,Space Science,,94.54,1850.0,Jiuquan Satellite Launch Center,Chinese Academy of Science,3.0,3.0,2015-12-17
239,China,Civil,Technology Development,,95.13,3.0,Taiyuan Launch Center, Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT,,,2015-09-19
240,Spain,Government,Earth Observation,Optical Imaging,98,90.0,Baikonur Cosmodrome,Surrey Satellite Technologies Ltd.,5.0,5.0,2009-07-29
241,Spain,Government,Earth Observation,Optical Imaging,96.85,310.0,Dombarovsky Air Base,Satrec Initiative,10.0,10.0,2014-06-19
242,Netherlands,Civil,Technology Development,,96.8,7.0,Satish Dhawan Space Center,Technical University of Delft,,,2008-04-28
243,United States,Commercial,Communications,,1436.1,5900.0,Baikonur Cosmodrome,Boeing Space and Intelligence Systems,15.0,15.0,2007-07-07
244,United States,Commercial,Communications,,1436.1,5900.0,Sea Launch (Odyssey),Boeing Satellite Development Center,,,2008-03-19
245,United States,Commercial,Communications,,1436.04,5900.0,Baikonur Cosmodrome,Boeing Space Systems,15.0,15.0,2009-12-29
246,United States,Commercial,Communications,,1443.51,5900.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2014-12-06
247,United States,Commercial,Communications,,1434.07,5500.0,Guiana Space Center,Airbus Defense and Space,15.0,15.0,2015-05-27
248,Russia,Commercial,Communications,,1436.1,3420.0,Sea Launch (Odyssey),Hughes Electronics Corp.,15.0,15.0,1999-10-10
249,United States,Commercial,Communications,,1436.09,4300.0,Guiana Space Center,Hughes Electronics Corp.,15.0,15.0,2001-11-27
250,United States,Commercial,Communications,,1436.08,4300.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2002-05-07
251,United States,Commercial,Communications,,1436.1,5483.0,Sea Launch,Space Systems/Loral,15.0,15.0,2004-05-04
252,United States,Commercial,Communications,,1436.1,3800.0,Baikonur Cosmodrome,Space Systems/Loral,12.0,12.0,2005-05-22
253,United States,Commercial,Communications,,1436.1,5500.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2006-10-13
254,Germany,Government,Earth Science,,99.2,45.0,Satish Dhawan Space Centre,"Institute of Aeronautics and Astronautics, Technical University of Berlin",1.0,1.0,1999-05-26
255,United Kingdom,Commercial,Earth Observation,Optical Imaging,97.71,447.0,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,10.0,10.0,2015-07-10
256,United Kingdom,Commercial,Earth Observation,Optical Imaging,97.71,447.0,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,10.0,10.0,2015-07-10
257,United Kingdom,Commercial,Earth Observation,Optical Imaging,97.69,447.0,Satish Dhawan Space Centre,Surrey Satellite Technologies Ltd.,10.0,10.0,2015-07-10
258,United States,Military,Earth Observation,Earth Science/Meterology,101.9,1134.0,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,1997-04-04
259,United States,Military,Earth Observation,Earth Science/Meterology,101.8,1152.0,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,1999-12-12
260,United States,Military,Earth Observation,Earth Science/Meterology,101.87,1154.0,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,2003-10-18
261,United States,Military,Earth Observation,Earth Science/Meterology,101.89,1154.0,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,2006-11-04
262,United States,Military,Earth Observation,Earth Science/Meterology,101.94,1155.0,Vandenberg AFB,Lockheed Martin Missiles and Space,5.0,5.0,2009-10-18
263,United States,Commercial,Earth Observation,Optical Imaging,96.96,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
264,United States,Commercial,Earth Observation,Optical Imaging,96.95,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
265,United States,Commercial,Earth Observation,Optical Imaging,96.98,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
266,United States,Commercial,Earth Observation,Optical Imaging,96.98,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
267,United States,Commercial,Earth Observation,Optical Imaging,97.02,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
268,United States,Commercial,Earth Observation,Optical Imaging,96.98,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
269,United States,Commercial,Earth Observation,Optical Imaging,97.01,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
270,United States,Commercial,Earth Observation,Optical Imaging,96.99,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
271,United States,Commercial,Earth Observation,Optical Imaging,96.96,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
272,United States,Commercial,Earth Observation,Optical Imaging,97.02,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
273,United States,Commercial,Earth Observation,Optical Imaging,96.99,4.0,Dombarovsky Air Base,"Planet Labs, Inc.",,,2014-06-19
274,United States,Commercial,Earth Observation,Optical Imaging,92.6,4.0,International Space Station,"Planet Labs, Inc.",,,2016-05-17
275,United States,Commercial,Earth Observation,Optical Imaging,92.5,4.0,International Space Station,Planet,,,2016-06-01
276,United States,Commercial,Earth Observation,Optical Imaging,92.5,4.0,International Space Station,Planet,,,2016-06-01
277,United States,Commercial,Earth Observation,Optical Imaging,92.5,4.0,International Space Station,Planet,,,2016-06-01
278,United States,Commercial,Earth Observation,Optical Imaging,92.6,4.0,International Space Station,"Planet Labs, Inc.",,,2016-05-17
279,United States,Commercial,Earth Observation,Optical Imaging,92.5,4.0,International Space Station,"Planet Labs, Inc.",,,2016-05-17
