date,country,users,purpose,detailed_purpose,period,mass,launch,lifetime,site,contractor,min_lifetime,max_lifetime,date
2011-08-17,Nigeria,Government,Earth Observation/Technology Development,Optical Imaging,98.3,100,8/17/11,,Dombarovsky Air Base,Surrey Satellite Technology Ltd. (SSTL),,,2011-08-17
2000-08-17,Egypt,Government,Communications,,1436.08,"1,825",8/17/00,15 yrs.,Guiana Space Center,Matra Marconi,15.0,15.0,2000-08-17
2010-08-04,Egypt,Government,Communications,,1436.23,"3,200",8/4/10,15 yrs.,Guiana Space Center,Thales Alenia Space,15.0,15.0,2010-08-04
2002-12-29,Canada,Commercial,Communications,,1436.08,"3,600",12/29/02,12 yrs.,Baikonur Cosmodrome,Lockheed Martin,12.0,12.0,2002-12-29
2008-09-19,Canada,Commercial,Communications,,1436.1,"4,850",9/19/08,15 yrs.,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2008-09-19
2009-09-17,Canada,Commercial,Communications,,1436.1,"4,745",9/17/09,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2009-09-17
2012-05-18,Canada,Commercial,Communications,,1436.09,"4,745",5/18/12,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2012-05-18
1998-05-13,USA,Government,Earth Observation,Earth Science/Meterology,101,"2,223",5/13/98,3 yrs.,Vandenberg AFB,Lockheed Martin Missiles & Space,3.0,3.0,1998-05-13
2005-05-20,USA,Government,Earth Observation,Meteorology,102,"2,223",5/20/05,3 yrs.,Vandenberg AFB,Lockheed Martin Space Systems,3.0,3.0,2005-05-20
2009-02-06,USA,Government,Earth Observation,Meteorology,102,"1,420",2/6/09,3 yrs.,Vandenberg AFB,Lockheed Martin Space Systems,3.0,3.0,2009-02-06
2011-10-28,USA,Government,Earth Observation,Meteorology,101.4,"2,128",10/28/11,,Vandenberg AFB,Ball Aerospace,,,2011-10-28
2013-11-19,USA,Government,Technology Development,,94.63,1,11/19/13,,Wallops Island Flight Facility,Naval Post-Graduate School,,,2013-11-19
2005-02-03,Netherlands,Commercial,Communications,,1436.1,"5,396",2/3/05,16 yrs.,Baikonur Cosmodrome,Alcatel Space Industries,16.0,16.0,2005-02-03
2000-10-02,Netherlands,Commercial,Communications,,1436.15,"3,582",10/2/00,15 yrs.,Baikonur Cosmodrome,Lockheed Martin Commercial Space Systems,15.0,15.0,2000-10-02
2009-10-29,Netherlands,Commercial,Communications,,1436.08,,10/29/09,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2009-10-29
1997-09-23,Netherlands,Commercial,Communications,,1436.08,"3,412",9/23/97,14 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,14.0,14.0,1997-09-23
2002-12-17,Netherlands,Commercial,Communications,,1436.12,"4,575",12/17/02,,Guiana Space Center,Lockheed Martin Commercial Space Systems,,,2002-12-17
2002-04-16,Netherlands,Commercial,Communications,,1436.12,"4,500",4/16/02,14 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,14.0,14.0,2002-04-16
1998-02-19,Netherlands,Commercial,Communications,,1436.11,"3,720",2/19/98,12 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems,12.0,12.0,1998-02-19
2009-02-11,Netherlands,Commercial,Communications,,1436.17,"2,238",2/11/09,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2009-02-11
2002-07-05,Japan,Commercial,Communications,,1436.08,"1,625",7/5/02,15 yrs.,Guiana Space Center,Lockheed Martin Commercial Space Systems/Orbital Sciences,15.0,15.0,2002-07-05
2015-09-19,China,Military,Technology Demonstration,,95.24,1,9/19/15,,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
2016-05-29,Argentina,Commercial,Earth Observation,Optical Imaging,94.41,35,5/29/16,,Taiyuan Launch Center,Satellogic,,,2016-05-29
2016-05-29,Argentina,Commercial,Earth Observation,Optical Imaging,94.41,35,5/29/16,,Taiyuan Launch Center,Satellogic,,,2016-05-29
2012-06-13,USA,Government,Space Science,,97.2,360,6/13/12,2 yrs.,Kwajalein Island,Orbital Sciences Corp.,2.0,2.0,2012-06-13
2010-11-20,USA,Government/Civil,Space Science,,97.48,6,11/20/10,.5 yrs.,Kodiak Launch Complex,NASA/Ames Research Center,0.5,0.5,2010-11-20
2013-06-25,United Kingdom,Commercial,Communications,,287.93,700,6/25/13,,Guiana Space Center,Thales Alenia Space,,,2013-06-25
2014-07-10,United Kingdom,Commercial,Communications,,287.92,650,7/10/14,,Guiana Space Center,Thales Alenia Space,,,2014-07-10
2013-06-25,United Kingdom,Commercial,Communications,,287.93,700,6/25/13,,Guiana Space Center,Thales Alenia Space,,,2013-06-25
2013-06-25,United Kingdom,Commercial,Communications,,287.94,700,6/25/13,,Guiana Space Center,Thales Alenia Space,,,2013-06-25
2014-07-10,United Kingdom,Commercial,Communications,,281.15,650,7/10/14,,Guiana Space Center,Thales Alenia Space,,,2014-07-10
2014-07-10,United Kingdom,Commercial,Communications,,281.08,650,7/10/14,,Guiana Space Center,Thales Alenia Space,,,2014-07-10
2014-07-10,United Kingdom,Commercial,Communications,,280.87,650,7/10/14,,Guiana Space Center,Thales Alenia Space,,,2014-07-10
2014-12-18,United Kingdom,Commercial,Communications,,287.93,650,12/18/14,,Guiana Space Center,Thales Alenia Space,,,2014-12-18
2014-12-18,United Kingdom,Commercial,Communications,,287.93,650,12/18/14,,Guiana Space Center,Thales Alenia Space,,,2014-12-18
2014-12-18,United Kingdom,Commercial,Communications,,287.93,650,12/18/14,,Guiana Space Center,Thales Alenia Space,,,2014-12-18
2014-12-18,United Kingdom,Commercial,Communications,,287.93,650,12/18/14,,Guiana Space Center,Thales Alenia Space,,,2014-12-18
2013-06-25,United Kingdom,Commercial,Communications,,287.93,700,6/25/13,,Guiana Space Center,Thales Alenia Space,,,2013-06-25
2014-07-02,USA,Government,Earth Observation,Earth Science,98.83,454,7/2/14,2 yrs.,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2014-07-02
2001-02-20,Sweden,Government,Earth Observation,Earth Science,96.1,250,2/20/01,2 yrs.,Svobodny Cosmodrome,Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales,2.0,2.0,2001-02-20
2014-04-09,Israel,Military,Earth Observation,Radar Imaging,94.47,300,4/9/14,5 yrs.,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2014-04-09
2016-09-13,Israel,Military,Earth Observation,Optical Imaging,94.4,300,9/13/16,5 yrs.,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2016-09-13
2002-05-28,Israel,Military,Earth Observation,Optical Imaging,95.97,300,5/28/02,4 yrs.,Palmachim Launch Complex ,"Israel Aircraft Industries (IAI), Missiles and Space Group",4.0,4.0,2002-05-28
2007-06-10,Israel,Military,Earth Observation,Optical Imaging,93.75,300,6/10/07,5 yrs.,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2007-06-10
2010-06-22,Israel,Military,Earth Observation,Optical Imaging,93.91,300,6/22/10,5 yrs.,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2010-06-22
2013-11-21,Spain,Government,Technology Development,,98.7,3,11/21/13,,Dombarovsky Air Base,Instituto Nacional de Tecnica Aerospacial (INTA),,,2013-11-21
2014-09-11,Australia,Commercial,Communications,,1436.11,"3,270",9/11/14,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2014-09-11
2003-06-12,Australia,Military/Commercial,Communications,,1436.08,"4,800",6/12/03,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2003-06-12
1994-08-28,Australia,Commercial,Communications,,1436.12,"2,858",8/28/94,10-14 yrs.,Xichang Satellite Launch Center,Hughes Space and Communications,10.0,14.0,1994-08-28
2006-10-13,Australia,Commercial,Communications,,1436.08,"2,300",10/13/06,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2006-10-13
2007-10-05,Australia,Commercial,Communications,,1436.1,"2,400",10/5/07,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2007-10-05
2009-08-21,Australia,Commercial,Communications,,1436.04,"2,501",8/21/09,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2009-08-21
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
1998-08-02,USA,Commercial,Communications,,100.7,45,8/2/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
1998-08-02,USA,Commercial,Communications,,100.7,45,8/2/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
1998-08-02,USA,Commercial,Communications,,100.7,45,8/2/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
1998-08-02,USA,Commercial,Communications,,100.7,45,8/2/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
1998-08-02,USA,Commercial,Communications,,100.7,45,8/2/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
1998-08-02,USA,Commercial,Communications,,100.7,45,8/2/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
1998-08-02,USA,Commercial,Communications,,100.7,45,8/2/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
1998-09-23,USA,Commercial,Communications,,101.21,45,9/23/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-09-23
1998-09-23,USA,Commercial,Communications,,100.7,45,9/23/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-09-23
1998-09-23,USA,Commercial,Communications,,100.7,45,9/23/98,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-09-23
1999-12-04,USA,Commercial,Communications,,100.7,45,12/4/99,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
1999-12-04,USA,Commercial,Communications,,100.7,45,12/4/99,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
1999-12-04,USA,Commercial,Communications,,100.7,45,12/4/99,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
1999-12-04,USA,Commercial,Communications,,100.7,45,12/4/99,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
1999-12-04,USA,Commercial,Communications,,100.7,45,12/4/99,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
1999-12-04,USA,Commercial,Communications,,100.7,45,12/4/99,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
1998-02-10,USA,Commercial,Communications,,100.9,45,2/10/98,5 yrs.,Vandenberg AFB,Orbital Sciences Corp.,5.0,5.0,1998-02-10
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
1997-12-23,USA,Commercial,Communications,,100.3,45,12/23/97,5 yrs.,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
2014-07-14,USA,Commercial,Communications,,98.36,172,7/14/14,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
2014-07-14,USA,Commercial,Communications,,98.36,172,7/14/14,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
2015-12-22,USA,Commercial,Communications,,97.44,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2014-07-14,USA,Commercial,Communications,,98.34,172,7/14/14,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
2015-12-22,USA,Commercial,Communications,,97.42,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2014-07-14,USA,Commercial,Communications,,98.34,172,7/14/14,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
2015-12-22,USA,Commercial,Communications,,97.44,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.43,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.41,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.43,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.39,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.4,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.42,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.44,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2015-12-22,USA,Commercial,Communications,,97.43,172,12/22/15,5+ yrs.,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
2011-08-11,Pakistan,Government/Commercial,Communications,,1436.1,"5,120",8/11/11,15 yrs.,Xichang Satellite Launch Center,China Aerospace Science and Technology Corp. (CASC),15.0,15.0,2011-08-11
1996-05-15,Indonesia,Commercial,Communications,,1436.13,"3,014",5/15/96,15 yrs.,Guiana Space Center,Boeing Satellite Systems,15.0,15.0,1996-05-15
2009-08-31,Indonesia,Commercial,Communications,,1436.09,"4,100",8/31/09,15 yrs.,Xichang Satellite Launch Center,Thales Alenia Space,15.0,15.0,2009-08-31
2009-09-08,USA,Military,Earth Observation,Electronic Intelligence,1436.12,,9/8/09,,Cape Canaveral,Lockheed Martin,,,2009-09-08
2015-05-20,USA,Civil,Technology Development,,95.19,5,5/20/15,,Cape Canaveral,US Naval Academy,,,2015-05-20
2004-07-22,Russia,Military,Communications,,104.7,825,7/22/04,2-3 yrs.,Plesetsk Cosmodrome,NPO-PM,2.0,3.0,2004-07-22
2005-01-20,Russia,Military,Communications,,103.8,825,1/20/05,2-3 yrs.,Plesetsk Cosmodrome,NPO-PM,2.0,3.0,2005-01-20
2010-04-27,Russia,Military,Communications,,105,820,4/27/10,2-3 yrs.,Plesetsk Cosmodrome,Information Satellite Systems (formerly NPO-PM),2.0,3.0,2010-04-27
2001-09-30,USA,Government,Communications/Technology Development,,100.7,10,9/30/01,5 yrs.,Kodiak Launch Complex,US Naval Academy,5.0,5.0,2001-09-30
2014-06-19,Russia/USA,Commercial,Communications,Automatic Identification System (AIS),96.99,6,6/19/14,,Dombarovsky Air Base,Dauria Aerospace/Canopus Systems,,,2014-06-19
2014-06-19,Russia/USA,Commerical,Communications,Automatic Identification System (AIS),96.99,6,6/19/14,,Dombarovsky Air Base,Dauria Aerospace/Canopus Systems,,,2014-06-19
2013-06-07,Russia,Military,Earth Observation,Optical Imaging,99.2,"7,000",6/7/13,3-5 yrs.,Plesetsk Cosmodrome,TsSKB Progress,3.0,5.0,2013-06-07
2015-06-23,Russia,Military,Earth Observation,Optical Imaging,99,"7,000",6/23/15,3-5 yrs.,Plesetsk Cosmodrome,TsSKB Progress,3.0,5.0,2015-06-23
2016-09-16,Peru,Government,Earth Observation,Optical Imaging,98.7,430,9/16/16,10 yrs.,Guiana Space Center,Airbus Defense and Space,10.0,10.0,2016-09-16
2013-11-19,USA,Government,Technology Development,,94.68,1,11/19/13,,Wallops Island Flight Facility,NASA/Ames Research Center,,,2013-11-19
2016-09-26,India,Government,Technology Development,Optical Imaging,94.8,6,9/26/16,,Satish Dhawan Space Center,"PES University, Bengaluru",,,2016-09-26
2011-12-17,France/Italy,Government,Earth Observation,Optical Imaging,98.7,"1,000",12/17/11,5 yrs.,Guiana Space Center,Astrium,5.0,5.0,2011-12-17
2012-12-02,France,Government,Earth Observation,Optical Imaging,98.45,970,12/2/12,5 yrs.,Guiana Space Center,Astrium,5.0,5.0,2012-12-02
2014-06-19,Ukraine,Civil,Technology Development,,97.03,1,6/19/14,,Dombarovsky Air Base,National Technical University,,,2014-06-19
2014-06-19,Singapore,Commercial,Technology Development,,96.97,3,6/19/14,,Dombarovsky Air Base,Microspace Rapid Pte Ltd.,,,2014-06-19
2009-01-23,Japan,Civil,Earth Observation,Optical Imaging,97,5,1/23/09,,Tanegashima Space Center,University of Tokyo,,,2009-01-23
2001-10-22,ESA,Government,Technology Demonstration,,96.98,100,10/22/01,2 yrs.,Satish Dhawan Space Center,Verhaert Design and Development NV (leading a European consortium),2.0,2.0,2001-10-22
2009-11-02,ESA,Government,Technology Demonstration,,99.2,130,11/2/09,2 yrs.,Plesetsk Cosmodrome,Verhaert Design and Development NV (leading a European consortium),2.0,2.0,2009-11-02
2013-05-07,ESA,Government,Earth Observation,Earth Science,101.21,140,5/7/13,2.5 yrs.,Guiana Space Center,QinetiQ Space Belgium,2.5,2.5,2013-05-07
2016-11-11,USA,Military,Technology Development,,96.27,1,11/11/16,4 yrs.,Vandenberg AFB,Los Alamos National Laboratory,4.0,4.0,2016-11-11
2016-11-11,USA,Military,Technology Development,,96.28,1,11/11/16,4 yrs.,Vandenberg AFB,Los Alamos National Laboratory,4.0,4.0,2016-11-11
2015-10-08,USA,Military,Space Science,,97.66,1,10/8/15,,Cape Canaveral,Tyvak Nano-Satellite Systems,,,2015-10-08
2015-10-08,USA,Military,Space Science,,97.65,1,10/8/15,,Cape Canaveral,Tyvak Nano-Satellite Systems,,,2015-10-08
2013-11-21,Peru,Civil,Technology Development,,96.9,1,11/21/13,,Dombarovsky Air Base,Institute for Radio Astronomy at Pontificia Universidad Catolica del Peru (PUCP),,,2013-11-21
2015-09-24,China,Government,Technology Development,,94.14,,9/24/15,,Jiuquan Satellite Launch Center,Shanghai Academy of Space Flight Technology,,,2015-09-24
2014-06-19,Belgium,Civil,Space Science,,96.96,2,6/19/14,,Dombarovsky Air Base,Innovative Solutions in Space (ISIS),,,2014-06-19
2014-06-19,Belgium,Civil,Space Science,,96.98,2,6/19/14,,Dombarovsky Air Base,Innovative Solutions in Space (ISIS),,,2014-06-19
2014-11-06,Japan,Civil,Earth Observation,Earth Science,95.23,49,11/6/14,,Dombarovsky Air Base,Kyushu University,,,2014-11-06
2016-08-15,China,Government,Space Science,,95.1,700,8/15/16,2 yrs.,Jiuquan Satellite Launch Center,Chinese Academy of Sciences/Austrian Academy of Sciences,2.0,2.0,2016-08-15
2011-09-29,USA,Commercial,Communications,,1436.09,"5,514",9/29/11,15+ yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2011-09-29
2010-09-11,Japan,Government,Navigation/Regional Positioning,,1436,"4,000",9/11/10,,Tanegashima Space Center,Japan Aerospace Exploration Agency (JAXA),,,2010-09-11
2007-12-14,Canada,Commercial,Earth Observation,Radar Imaging,100.7,"2,924",12/14/07,7 yrs.,Baikonur Cosmodrome,"MacDonald, Dettwiler/Thales Alenia Spazio",7.0,7.0,2007-12-14
1994-12-26,Russia,Civil,Communications,Amateur Radio,127.45,,12/26/94,,Baikonur Cosmodrome,Nilakt Posto and radio amateurs,,,1994-12-26
2009-02-28,Russia,Military,Communications,,1435.79,"2,400",2/28/09,5 yrs.,Baikonur Cosmodrome,Applied Mechanics (NPO),5.0,5.0,2009-02-28
2010-01-28,Russia,Military,Communications,,1436.06,"2,500",1/28/10,5 yrs.,Baikonur Cosmodrome,Applied Mechanics (NPO),5.0,5.0,2010-01-28
2013-11-11,Russia,Military,Communications,,1436.13,"2,400",11/11/13,5 yrs.,Baikonur Cosmodrome,OAO Resetneva,5.0,5.0,2013-11-11
2011-02-06,USA,Military,Technology Development,,109.42,350,2/6/11,,Vandenberg AFB,National Reconnaissance Laboratory,,,2011-02-06
2008-08-29,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175,8/29/08,7 yrs.,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
2008-08-29,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175,8/29/08,7 yrs.,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
2008-08-29,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175,8/29/08,7 yrs.,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
2008-08-29,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175,8/29/08,7 yrs.,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
2008-08-29,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175,8/29/08,7 yrs.,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
